material_id,formula,chemistry_family,predicted_voltage_V,est_capacity_mAh_g,est_energy_density_Wh_kg,energy_above_hull_meV,formation_energy_eV_atom,nsites
mp-570935,LiI,other,0.5062474012374878,200.24585068138651,101.37394151604195,0.0,-1.422324364166667,4
mp-976280,LiBr,other,0.7491296529769897,308.61880361563703,231.1954972547559,0.0,-1.8358945341666661,4
mp-1016274,LiMg7,other,-0.8307927846908569,151.35873862070525,-125.74774794599126,15.689256874999003,-0.005217091458333,8
mp-1023493,LiMg15,other,-0.49969127774238586,72.14224959355721,-36.04885287861472,12.462442812499,0.002009268645832,16
mp-1094580,LiMg,other,-1.1117247343063354,857.773795045766,-953.6083443921912,44.469332499999,-0.007743540833333001,6
mp-1094581,LiMg2,other,-0.9713908433914185,482.47556299616565,-468.6723440545948,38.651308333333006,-0.017098953888888,6
mp-1094588,LiMg5,other,-0.3970571458339691,208.63107748353647,-82.83846015787866,16.999879166667004,-0.010875251944444001,6
mp-1094665,LiMg3,other,-0.8785605430603027,335.62913243838915,-294.87051286192946,21.34281375,-0.020469882916666002,4
mp-1094982,LiMg,other,-1.1384090185165405,857.773795045766,-976.4974241272586,33.7392825,-0.018473590833333,2
mp-11807,LiPt,other,0.04050654172897339,132.66674916470734,5.373871211087463,0.0,-0.6548987983333311,2
mp-2744,LiPd,other,-0.1510659158229828,236.43051843226505,-35.716592795472735,0.0,-0.416655163333333,2
mp-279,LiIr,other,-0.1656864881515503,134.57656734853734,-22.29751883146974,0.0,-0.28409317833333203,2
mp-600561,LiRh,other,0.1467147171497345,243.99502942742825,35.79766172838628,0.0,-0.18600633833333302,2
mp-866755,LiMg149,other,0.17364263534545898,7.386755433407581,1.2826556801092803,8.162057766666,0.007047052522221001,150
mp-1094156,LiMg2,other,-1.4801586866378784,482.47556299616565,-714.1403956592756,35.836228333333004,-0.019914033888888003,6
mp-1094558,LiMg5,other,-0.7578905820846558,208.63107748353647,-158.11952875494637,12.8101625,-0.015064968611111002,6
mp-1001581,LiC6,other,2.8969292640686035,339.24349283338313,982.7644020338752,0.49012948051700006,-0.034716359523808006,7
mp-1021323,LiC12,other,2.937227964401245,177.41514826960324,521.1087348058718,0.0,-0.023266661282050002,13
mp-1001835,LiB,other,0.6503899097442627,1509.8017124831006,981.959799513617,0.0,-0.22468806208333303,4
mp-1094582,LiMg2,other,-1.5330075025558472,482.47556299616565,-739.6386578729782,38.278706666667,-0.017471555555555,6
mp-1094602,LiMg3,other,-1.6799696683883667,335.62913243838915,-563.8467623239958,17.79471875,-0.024017977916666003,8
mp-1185333,LiAu3,other,0.4198130667209625,44.83133999772952,18.82078232965698,5.2734062499970005,-0.37645394541666305,8
mp-1185338,LiCu3,other,0.5727329254150391,135.6520682866094,77.69240590839044,8.405183749999,-0.0028694404166650003,8
mp-1185342,LiAg3,other,0.11447799205780029,81.08412273525953,9.282347558500744,8.258951249999,-0.12053857916666601,8
mp-568273,LiI,other,0.4932943880558014,200.24585068138651,98.78015437258794,28.8621525,-1.393462211666666,4
mp-975799,LiZn3,other,-0.2832644283771515,131.92038116238774,-37.368351361259705,5.355906249996,-0.159249031666667,8
mp-10890,LiAl3,other,0.9027878046035767,304.9645810185015,275.3183045795426,10.949575000000001,-0.09328981916666601,4
mp-1094670,LiMg3,other,-1.6460720300674438,335.62913243838915,-552.4697273826342,33.97517125,-0.007837525416666,4
mp-1094889,LiMg,other,-0.8043003082275391,857.773795045766,-689.9077277448155,6.5185424999990005,-0.045694330833333005,2
mp-11248,LiAu3,other,0.5214537382125854,44.83133999772952,23.37746983089546,0.0,-0.38172735166666105,4
mp-1185300,LiAg3,other,0.15333113074302673,81.08412273525953,12.432720224303704,8.752600000001,-0.120044930416664,4
mp-1185312,LiCu3,other,0.5892512798309326,135.6520682866094,79.93315484959766,6.164229999999001,-0.005110394166665,4
mp-1206794,LiAu,other,-0.8166011571884155,131.4419083678056,-107.33561447620374,0.0,-0.562660433333331,2
mp-2426,LiAg,other,-1.2995402812957764,233.4481905631256,-303.3753272323942,0.0,-0.18045210083333302,2
mp-2743,LiPd,other,0.3003677427768707,236.43051843226505,71.01610114506478,21.507794999999,-0.395147368333333,2
mp-861931,LiPt3,other,0.7362186908721924,45.258893637716085,33.320443424283134,0.0,-0.481434601666663,4
mp-861936,LiPd3,other,0.15843245387077332,82.16406448784646,13.017454356805978,0.0,-0.25798811666666605,4
mp-863027,LiIn3,other,-0.6030269861221313,76.27313991377225,-45.994761684273726,0.0,-0.21112169666666902,4
mp-863257,LiGa3,other,0.8434756994247437,124.02017491092501,104.60800377577152,8.717875749999001,-0.245508021166667,4
mp-1079855,LiPd7,other,0.5172247886657715,35.64659833138488,18.437304288604185,0.0,-0.16044425208333002,8
mp-1094603,LiMg3,other,-0.460092693567276,335.62913243838915,-154.42051158322647,22.573000833333,-0.019239695833333,16
mp-1138,LiF,fluoride,0.8309500217437744,1033.2543040157532,858.5826863887386,0.0,-3.188945303333333,2
mp-22899,LiI,other,0.2616288363933563,200.24585068138651,52.39008890636893,28.7393725,-1.393584991666666,2
mp-22905,LiCl,other,0.5404298305511475,632.2121054866254,341.66628104052114,20.4618825,-2.005343378333332,8
mp-23259,LiBr,other,0.7845308780670166,308.61880361563703,242.12098098856788,9.8957125,-1.825998821666666,2
mp-23703,LiH,other,-1.8051060438156128,3371.7703240935266,-6086.402990379353,0.0,-0.48936213770833303,2
mp-30765,LiPt7,other,1.1201215982437134,19.527456250469026,21.873125504909556,0.0,-0.301626324583331,8
mp-865907,LiZn3,other,0.14131447672843933,131.92038116238774,18.642259633779087,0.0,-0.164604937916667,4
mp-974058,LiCu3,other,0.3610411584377289,135.6520682866094,48.97597987867136,25.561489999999004,0.014286865833334002,4
mp-1193737,LiZn13,other,0.931104302406311,31.26480009518721,29.110789882502054,2.866341011904,-0.056459734404762006,28
mp-1067,LiAl,other,-0.1285707950592041,790.0941706054982,-101.58303568639136,0.0,-0.20847878833333303,4
mp-1307,LiGa,other,-0.5108115673065186,349.6034644683293,-178.58149362085607,0.0,-0.37987336583333303,4
mp-1934,LiZn,other,-0.785129189491272,370.449205252246,-290.8504842673817,0.0,-0.22010558833333302,4
mp-22460,LiIn,other,-0.02077004313468933,220.1233584375693,-4.571971649700995,0.0,-0.366299663333332,4
mp-30764,LiPt2,other,0.26835817098617554,67.49280424266385,18.11224550128926,43.332888333331,-0.495923112222224,6
mp-27466,LiTe3,other,1.0782208442687988,68.76874642390717,74.14789582849214,0.0,-0.697007518749999,48
mp-1016222,LiMg3,other,-1.3945144414901733,335.62913243838915,-468.0396721701517,21.308161249999003,-0.020504535416666,4
mp-2412,LiP5,other,2.4702157974243164,165.63890656567733,409.16384366662646,7.694938690475,-0.239052472757935,24
mp-1094573,LiMg,other,-1.2055312395095825,857.773795045766,-1034.0731063603607,30.320199166666004,-0.021892674166667,6
mp-1094575,LiMg,other,-1.7595378160476685,857.773795045766,-1509.2854299977473,24.521376666666,-0.027691496666667002,6
mp-1094587,LiMg2,other,-1.2430391311645508,482.47556299616565,-599.7360046348813,39.807153333333005,-0.015943108888889,6
mp-1094594,LiMg,other,-1.0746644735336304,857.773795045766,-921.8190238638023,23.826249166666003,-0.028386624166667002,6
mp-1094599,LiMg5,other,-1.300281286239624,208.63107748353647,-271.27908577985147,12.334460833333003,-0.015540670277777,6
mp-976239,LiMg,other,-0.8984729051589966,857.773795045766,-770.686513604027,2.319692499999,-0.049893180833333,6
mp-1001787,LiRh3,other,0.6591565608978271,84.90848467088539,55.96798474670668,0.0,-0.146932781666667,4
mp-1094596,LiMg3,other,-1.3521748781204224,335.62913243838915,-453.8292812485419,22.739013749999003,-0.019073682916666,4
mp-30738,LiIr3,other,0.7582236528396606,45.925920848812176,34.82211946601149,0.0,-0.22014150666666402,4
mp-1094589,LiMg,other,-1.080193042755127,857.773795045766,-926.5612856660986,24.380729166666,-0.027832144166666004,6
mp-1235185,LiO8,oxide,3.6751868724823,198.6272030781955,729.9920892708599,5.361531111112001,-0.42170755703703605,9
mp-1094675,LiMg,other,-1.0276926755905151,857.773795045766,-881.5278464820134,26.857360000000003,-0.025355513333332,4
mp-1185370,LiMg,other,-0.7530809640884399,857.773795045766,-645.9731165428653,1.9510175,-0.050261855833332,4
mp-1094574,LiMg2,other,-1.6586931943893433,482.47556299616565,-800.2789328009068,38.41211500000001,-0.017338147222221,6
mp-1094579,LiMg2,other,-1.5164340734481812,482.47556299616565,-731.64238333348,34.397095,-0.021353167222221,6
mp-1094593,LiMg2,other,-1.5384405851364136,482.47556299616565,-742.2599874498417,27.506143333333004,-0.028244118888888003,6
mp-1232339,LiC12,other,2.9136557579040527,177.41514826960324,516.9266682951308,0.742035,-0.022524626282051003,26
mp-973374,LiMg2,other,-1.59577476978302,482.47556299616565,-769.9223304661392,28.578371666666,-0.027171890555555002,6
mp-1222270,LiMg,other,-0.11312723159790039,857.773795045766,-97.0375747707523,19.147592499999003,-0.033065280833333,2
mp-2362485,LiMg,other,-0.8489011526107788,857.773795045766,-728.1651632936727,6.794706666666,-0.045418166666667,6
mp-1378,LiC,other,0.8229587078094482,1414.2266920645643,1163.8501710510843,0.0,-0.09988055583333201,4
mp-2034417,LiMg2,other,-0.6629538536071777,482.47556299616565,-319.85903375960066,4.666606666666,-0.051083655555555,6
mp-1185380,LiMg,other,-1.0328378677368164,857.773795045766,-885.9412574755859,0.0,-0.05221287333333301,4
mp-1094604,LiMg2,other,-1.5051416158676147,482.47556299616565,-726.194048504686,30.751566666666,-0.024998695555555003,6
mp-1094609,LiMg5,other,-1.2916799783706665,208.63107748353647,-269.4845856513832,12.276034166666001,-0.015599096944444002,6
mp-1100190,LiMg,other,-1.519076943397522,857.773795045766,-1303.0243947046147,30.73207,-0.021480803333333003,6
mp-1235059,LiO8,oxide,4.02800178527832,198.6272030781955,800.070728603811,0.0,-0.42706908814814803,9
mp-976244,LiMg,other,-0.800635814666748,857.773795045766,-686.764421196255,6.081540833333,-0.046131332500000004,6
mp-795,LiSi,sulfide,0.5015735626220703,765.1920688621473,383.8001120693398,12.245563601190002,-0.162072771041666,16
mp-9918,LiGe,other,0.394745409488678,336.78893203151506,132.94588488603495,0.0,-0.280800750416666,16
mp-1097058,LiMn2O4,oxide,1.4864376783370972,148.22910682754812,220.3333294147222,19.906039206349,-2.048200303535852,126
mp-1097867,LiMn2O4,oxide,1.4612215757369995,148.22910682754812,216.5955690486379,5.044150714286,-2.063062192027915,42
mp-1176549,LiV3O6,oxide,0.5445891618728638,104.7927779704483,57.06901112525554,37.589775250003,-2.483645458833332,20
mp-1176651,LiMn6O12,oxide,1.8772133588790894,50.70738428128224,95.18857916663856,45.452731276310004,-1.869355390223836,57
mp-1178332,Li(CoO2)2,oxide,1.7601779699325562,141.95599385376414,249.86781308127698,46.809553214284,-1.45966883922619,56
mp-1235333,LiTi8O16,oxide,0.3823704123497009,41.497682031946496,15.867485790112157,40.721302400008,-3.3940175328,25
mp-1236154,LiV4O10,oxide,0.7252882719039917,72.30085702493383,52.43896364879184,44.535884333338004,-2.337486830222223,15
mp-1311873,LiMnO2,oxide,1.039736270904541,285.498671172096,296.8433237126769,49.96539906249901,-2.109904565003593,32
mp-1639950,LiMn2O3,oxide,0.5728357434272766,162.61840755187217,93.15363638493655,43.09335625000001,-2.0743432086159,24
mp-2348641,LiNiO2,oxide,1.298526406288147,274.5172748614201,356.4679303898153,0.0,-1.497991299166667,12
mp-2766181,LiMn2F9,fluoride,3.6731016635894775,93.12629189797633,342.06233769437614,35.482263333332,-2.656921822136015,24
mp-674361,LiNbO3,oxide,0.018503040075302124,181.28374213148612,3.354300345659624,10.056417400003001,-2.8894612342666672,50
mp-675069,LiNbO3,oxide,0.08831432461738586,181.28374213148612,16.009951250454534,6.8592431428600005,-2.8926584085238103,70
mp-676694,LiNbO3,oxide,0.06979537010192871,181.28374213148612,12.652765875529681,8.015285666669,-2.891502366000001,60
mp-686057,LiNbO3,oxide,0.10617873072624207,181.28374213148612,19.248477640824568,10.854103250004,-2.888663548416666,40
mp-691187,LiPrS2,sulfide,0.4816160202026367,126.43726148836217,60.894210683345094,40.990990625002006,-1.991130317499998,8
mp-753244,LiMn2F9,fluoride,3.2692391872406006,93.12629189797633,304.45212283527104,14.044368506945002,-2.5594517703496162,24
mp-753845,LiCuO2,oxide,0.6581193804740906,261.51915680025917,172.1108254554931,37.458719374999006,-1.413122691458333,16
mp-756006,LiSbS,sulfide,0.5401991009712219,166.7143550253163,90.05894470367298,0.0,-0.9534255986111101,6
mp-759990,LiMnF4,fluoride,3.1782186031341553,194.3967747316466,617.8354458413988,1.432870208333,-2.932600591669061,48
mp-760773,LiCu2F7,fluoride,3.157768487930298,100.37381873549822,316.95728181618404,0.19831550000300002,-1.916665315166663,20
mp-760797,LiV24O58,oxide,1.2917741537094116,12.422698804200525,16.047321234583052,37.016634397598004,-2.302563854738955,83
mp-761262,LiCuF3,fluoride,2.3964550495147705,210.2411001824995,503.8333461478917,29.486996999998002,-2.335109094333331,20
mp-763655,LiMn3O6,oxide,1.6515599489212036,100.10026646532577,165.3215909704723,19.893407508326,-1.977966891712644,40
mp-774032,LiCr2O4,oxide,1.1729798316955566,153.21487125194648,179.71795389436457,23.471186746030003,-2.258351875476191,28
mp-776764,LiFe2F5,fluoride,2.2870423793792725,125.46400899049192,286.94150564807705,40.800401874999004,-2.693320080416666,16
mp-779788,LiMnO2,oxide,1.0032087564468384,285.498671172096,286.41476687378326,43.251827708333,-2.116618136357759,48
mp-867613,LiTi4O8,oxide,0.1998569667339325,82.11291398823911,16.410837919373765,34.03218974356601,-3.333029768461538,39
